Column1,song_name,artist_name,key_scale,dynamic_complexity,happy,non_happy,arousal,valence,danceability,aggressive,non_aggressive,sad,non_sad,relaxed,non_relaxed,party,non_party,youtube_url_manual
כאלו מילים - Tomer Yosef,כאלו מילים,Tomer Yosef,minor,4.48539114,0.13745831,0.862541735,5.376112938,5.129668236,1.254426479,0.324838012,0.675161958,0.866373599,0.133626387,0.433775932,0.566224098,0.501512825,0.498487204,
"שלמים - מתוך חזרות למופע NEXT - Omer Adam, Idan Rafael Haviv",שלמים - מתוך חזרות למופע NEXT,"Omer Adam, Idan Rafael Haviv",major,4.314108849,0.169735268,0.830264747,4.705704689,4.661976814,1.002674341,0.307011545,0.692988455,0.843522429,0.1564776,0.481599659,0.518400311,0.342655778,0.657344282,
כלבויניקית - E-Z,כלבויניקית,E-Z,minor,3.659567833,0.285867006,0.714133024,5.518417358,5.162547112,1.159916639,0.411124468,0.588875473,0.931387544,0.068612494,0.677275717,0.322724223,0.237381473,0.762618542,
The Nights - Avicii,The Nights,Avicii,major,3.201909542,0.228359058,0.771640897,4.792672157,4.755514145,1.039777637,0.469812423,0.530187547,0.875821233,0.124178745,0.497427046,0.502572954,0.428586423,0.571413517,
Believer - Imagine Dragons,Believer,Imagine Dragons,minor,3.776824713,0.118416905,0.881583095,4.89300251,5.07359457,1.074461341,0.80486238,0.19513765,0.879372537,0.120627433,0.772928476,0.227071568,0.301544219,0.698455811,
Can I Get It - Adele,Can I Get It,Adele,minor,2.992874384,0.092053607,0.907946467,5.621384621,5.138268948,1.144522071,0.440733641,0.559266329,0.978517592,0.021482425,0.710484922,0.289515108,0.471026927,0.528973103,
Ghost - Justin Bieber,Ghost,Justin Bieber,major,7.602490425,0.049085941,0.950914025,4.146309853,4.917707443,0.99710685,0.254737169,0.745262802,0.548801005,0.451199025,0.161234602,0.838765323,0.646143973,0.353856027,
חולם כמו יוסף - Hanan Ben Ari,חולם כמו יוסף,Hanan Ben Ari,major,5.595286369,0.007727681,0.992272377,3.65920639,4.615768433,1.186553121,0.062921308,0.937078714,0.429400772,0.570599258,0.041010182,0.958989799,0.837034404,0.162965566,
"על מה בנות חושבות בלילה - Omer Adam, Doli & Penn",על מה בנות חושבות בלילה,"Omer Adam, Doli & Penn",major,5.550089359283447,0.004887759,0.99511224,3.3964615,4.460832,1.0889239311218262,0.05690377,0.9430962,0.2652106,0.73478943,0.020204233,0.9797958,0.85137117,0.14862886,
לומדת ללכת - Nasrin Kadri,לומדת ללכת,Nasrin Kadri,major,5.981461525,0.131185859,0.868814111,4.501718521,4.67168808,1.093755245,0.255640596,0.744359434,0.654740632,0.345259398,0.385781199,0.614218771,0.450331151,0.549668849,
איך אפשר - Jane Bordeaux,איך אפשר,Jane Bordeaux,major,4.76295948,0.020353362,0.979646623,3.771868229,4.660943985,1.147783875,0.071744733,0.92825532,0.480812848,0.519187152,0.062756225,0.93724376,0.683059633,0.316940397,
מה איתך אבא - Odeya,מה איתך אבא,Odeya,major,5.006437778,0.046909403,0.953090608,4.446811676,4.668924809,1.224111676,0.616983414,0.383016557,0.718330085,0.281669915,0.479687661,0.520312369,0.366203099,0.63379693,
אחד לסבתא - Tuna,אחד לסבתא,Tuna,minor,4.047564983,0.108859502,0.891140461,4.845714569,5.229711056,1.214224339,0.524996936,0.475003034,0.68789947,0.312100559,0.487288445,0.512711525,0.410833776,0.589166224,
"עברתי רק כדי לראות - Tomer Yosef, Ben Hendler",עברתי רק כדי לראות,"Tomer Yosef, Ben Hendler",minor,3.214570761,0.098728307,0.901271701,4.284083366,4.329208374,1.212765455,0.340202034,0.659797966,0.669690609,0.330309421,0.389774442,0.610225558,0.36271733,0.63728267,
Alien - Dennis Lloyd,Alien,Dennis Lloyd,major,5.597490311,0.057213325,0.942786753,4.115545273,4.992621422,1.315721393,0.202980384,0.79701966,0.536945403,0.463054597,0.13220723,0.867792726,0.666667581,0.333332449,
תשע נשמות - Carakukly,תשע נשמות,Carakukly,minor,7.564902306,0.048323616,0.951676428,5.147626877,5.255913734,0.949987829,0.618369639,0.381630391,0.8375054,0.162494674,0.6494627,0.3505373,0.344874382,0.655125558,
Someone You Loved - Lewis Capaldi,Someone You Loved,Lewis Capaldi,major,4.542011261,0.17437464,0.82562536,4.858747959,4.826387405,1.013770103,0.280995548,0.719004393,0.833597541,0.166402459,0.480027616,0.519972384,0.39484477,0.605155289,
אפטרפארק - Tuna,אפטרפארק,Tuna,major,3.484007835,0.131786823,0.868213177,4.658821106,4.528748989,1.245497584,0.645306528,0.354693502,0.905463219,0.094536811,0.726745844,0.273254126,0.415797323,0.584202647,
"אור הירח - Jasmin Moallem, Tuna",אור הירח,"Jasmin Moallem, Tuna",major,4.322822094,0.069137275,0.930862725,4.146974087,4.331389904,1.114259124,0.218533754,0.781466246,0.551719785,0.448280185,0.284507066,0.715492904,0.453063279,0.546936691,
שממה - Ori Ben Ari,שממה,Ori Ben Ari,major,4.618425369,0.10983412,0.890165865,4.317042351,4.821918488,1.152444005,0.064327054,0.935672939,0.58945471,0.41054523,0.169556767,0.830443263,0.551464498,0.448535502,
"מעליות - Dudu Tassa, Roni Alter",מעליות,"Dudu Tassa, Roni Alter",major,5.197248459,0.071222484,0.928777516,5.538292408,5.326347351,0.988664746,0.116573289,0.883426666,0.826879382,0.173120618,0.341045469,0.658954561,0.410771787,0.589228213,
מסע - Eliad,מסע,Eliad,major,4.333082676,0.005305984,0.994694054,3.635772943,4.728736877,1.624349117,0.036020074,0.9639799,0.352467865,0.647532165,0.019340828,0.980659246,0.850024521,0.149975538,
תתארו לכם - Shlomo Artzi,תתארו לכם,Shlomo Artzi,major,3.153914452,0.1995451,0.800454915,4.95066452,4.652792454,1.132682562,0.451083601,0.548916399,0.898487985,0.101512045,0.649844468,0.350155562,0.391263992,0.608735979,
כל הדברים היפים באמת - Daniela Spector,כל הדברים היפים באמת,Daniela Spector,minor,4.426796436,0.005968451,0.994031489,3.616343498,4.599684715,1.109209776,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
סתם שני אנשים - Roni Dalumi,סתם שני אנשים,Roni Dalumi,minor,4.520902157,0.131332457,0.868667543,4.547397137,4.772215843,0.939628422,0.655755281,0.344244748,0.848585784,0.151414275,0.593244195,0.406755865,0.13221626,0.867783785,
סיבובים - Eden Hason,סיבובים,Eden Hason,minor,4.311471462,0.236656263,0.763343751,4.944549084,5.00735569,1.361997962,0.643113911,0.356886059,0.935146034,0.064853959,0.701614082,0.298385948,0.360417217,0.639582813,
סגול בהיר - Mergui,סגול בהיר,Mergui,major,6.7520051,0.165564135,0.83443588,5.214791298,5.004111767,0.946650147,0.518156826,0.481843174,0.854958832,0.145041227,0.706310391,0.293689549,0.107883714,0.892116308,
"להאמין - Doli & Penn, Idan Raichel",להאמין,"Doli & Penn, Idan Raichel",major,4.833465576171875,0.17569758,0.82430243,3.6234117,3.9923906,1.0566381216049194,0.2584821,0.7415179,0.62458134,0.37541863,0.28897,0.71103007,0.6209277,0.37907225,
Take Me To Church - Hozier,Take Me To Church,Hozier,minor,3.202228546,0.005968451,0.994031489,3.616343498,4.599684715,1.023633242,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
לבחור נכון - Amir Dadon,לבחור נכון,Amir Dadon,minor,6.390800953,0.115594901,0.884405077,4.874920845,4.997932911,0.991977036,0.739660978,0.260339051,0.847172856,0.152827159,0.648225188,0.351774782,0.175263733,0.824736297,
"Oh My Life - ECHO, Tomer Katz, D Fine Us",Oh My Life,"ECHO, Tomer Katz, D Fine Us",minor,4.723028183,0.043292109,0.956707895,4.097322464,4.336493015,1.079134345,0.255696923,0.744303048,0.579763532,0.420236409,0.225160211,0.774839818,0.500198901,0.49980104,
"חתולים - Jimbo J, Ravid Plotnik",חתולים,"Jimbo J, Ravid Plotnik",minor,4.271243572,0.242255628,0.757744372,3.927081108,4.49165678,1.098475814,0.19217968,0.80782032,0.593606293,0.406393677,0.244465664,0.755534351,0.440825164,0.559174836,
"Mood (feat. iann dior) - 24kGoldn, iann dior",Mood (feat. iann dior),"24kGoldn, iann dior",major,3.554981231689453,0.24721634,0.7527836,3.843278,3.9644122,1.0562065839767456,0.27067208,0.72932786,0.7976511,0.20234892,0.4131137,0.5868863,0.4600339,0.5399661,
The Real Slim Shady - Eminem,The Real Slim Shady,Eminem,minor,3.814638853,0.005968451,0.994031489,3.616343498,4.599684715,1.774435282,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
עשר אפס לך - Adir Getz,עשר אפס לך,Adir Getz,major,4.664641857,0.00297258,0.997027457,3.261968136,4.474910736,1.036749125,0.051507641,0.948492408,0.375170618,0.624829352,0.019181859,0.980818152,0.817439139,0.182560861,
וי כחול - Eyal Golan,וי כחול,Eyal Golan,minor,4.540476322,0.009833449,0.990166545,3.66678381,4.31801796,1.4972049,0.080269463,0.919730484,0.317229003,0.682771027,0.046346638,0.953653395,0.746047437,0.253952563,
יהלומים - BLING BLING - Noa Kirel,יהלומים - BLING BLING,Noa Kirel,minor,3.223579168,0.195487708,0.804512322,4.717139244,4.688994408,1.25702703,0.540881932,0.459118038,0.91749531,0.082504757,0.685924828,0.314075202,0.236741558,0.763258457,
"באת לי פתאום - Keren Peles, Roni Alter",באת לי פתאום,"Keren Peles, Roni Alter",major,4.878143311,0.11037185,0.889628112,4.578858852,5.087449074,1.07696259,0.584826946,0.415173084,0.817135215,0.1828648,0.457123816,0.542876124,0.232647896,0.767352104,
"Sunflower - Spider-Man: Into the Spider-Verse - Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",major,4.043888092,0.138325468,0.861674488,4.598663807,4.761066437,1.251543641,0.481141865,0.518858135,0.729206204,0.270793825,0.512098968,0.487901002,0.203265905,0.796734095,
Do I Wanna Know? - Arctic Monkeys,Do I Wanna Know?,Arctic Monkeys,major,4.633191109,0.043100044,0.956899941,4.63041687,4.736597538,1.114007473,0.019766679,0.980233252,0.65968281,0.34031716,0.145633698,0.854366362,0.519333363,0.480666667,
MONEY - LISA,MONEY,LISA,minor,4.180412769,0.145084828,0.854915142,4.903108597,4.627391338,0.993666112,0.328935504,0.671064496,0.847270131,0.152729854,0.64943552,0.35056448,0.404383719,0.595616281,
פרפרים - Carakukly,פרפרים,Carakukly,major,4.916543007,0.164042413,0.835957587,5.505300045,5.215408325,1.124201059,0.197124049,0.802875876,0.86512953,0.134870514,0.499370724,0.500629246,0.349268228,0.650731742,
מה בלילות - Bar Tzabary,מה בלילות,Bar Tzabary,major,3.437856197,0.191722721,0.808277309,4.517338753,4.501308441,1.019754291,0.299128145,0.700871885,0.805313051,0.194686964,0.470034987,0.529965043,0.43759805,0.56240201,
Why'd You Only Call Me When You're High? - Arctic Monkeys,Why'd You Only Call Me When You're High?,Arctic Monkeys,major,4.368340492,0.005968451,0.994031489,3.616343498,4.599684715,1.129608512,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Beautiful Mistakes (feat. Megan Thee Stallion) - Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",major,2.54968810081482,0.18439975,0.8156003,5.1678267,5.073457,1.1311651468276978,0.37653923,0.6234607,0.9056443,0.094355695,0.5709962,0.42900383,0.30518535,0.6948147,
הבלדה למחלקה להלבשה תחתונה - Mercedes Band,הבלדה למחלקה להלבשה תחתונה,Mercedes Band,major,2.744078159,0.117477313,0.882522702,4.470105171,4.97840786,1.138390064,0.257879287,0.742120743,0.719908595,0.280091465,0.323988914,0.676011086,0.601691484,0.398308516,
Take You Dancing - Jason Derulo,Take You Dancing,Jason Derulo,major,2.495634794,0.315207064,0.684792936,4.00069952,4.371035576,1.170645118,0.112086236,0.887913764,0.4933182,0.50668174,0.251235694,0.748764336,0.354279548,0.645720422,
מתגעגעת - Nathan Goshen,מתגעגעת,Nathan Goshen,major,5.313466549,0.218598366,0.781401634,5.519804478,5.056111336,0.985205472,0.380089462,0.619910538,0.941134214,0.058865774,0.658463359,0.341536641,0.278842956,0.721157014,
Dark Red - Steve Lacy,Dark Red,Steve Lacy,minor,4.717144012,0.005968451,0.994031489,3.616343498,4.599684715,1.31385076,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Shallow - Lady Gaga, Bradley Cooper",Shallow,"Lady Gaga, Bradley Cooper",major,4.508293152,0.151725098,0.848274887,5.295763969,4.866594791,0.939132988,0.28127265,0.71872735,0.873354435,0.126645535,0.567864001,0.432135999,0.259126455,0.740873575,
"חיים מאושרים - Nathan Goshen, Eden Ben Zaken",חיים מאושרים,"Nathan Goshen, Eden Ben Zaken",minor,4.206666946,0.185974315,0.8140257,4.833111763,4.807116508,1.10196805,0.313279718,0.686720252,0.861328363,0.138671577,0.598806977,0.401192993,0.263068765,0.736931264,
Wake Me Up - Avicii,Wake Me Up,Avicii,major,4.653785229,0.191701695,0.80829829,4.633834839,4.548882484,0.994395137,0.30133,0.69867003,0.793461919,0.206538022,0.529147804,0.470852196,0.345708191,0.654291809,
"Powerful - Red Band, Full Trunk",Powerful,"Red Band, Full Trunk",minor,4.974242687,0.199144766,0.800855279,5.012284279,4.777441978,1.123086452,0.454697788,0.545302212,0.885770321,0.114229731,0.674412906,0.325587064,0.308699489,0.691300511,
Yellow - Coldplay,Yellow,Coldplay,major,3.049604416,0.005968451,0.994031489,3.616343498,4.599684715,1.010939002,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Sacrifice - The Weeknd,Sacrifice,The Weeknd,minor,3.530374765,0.020603735,0.979396224,3.550627232,4.448028564,1.40774262,0.144897193,0.855102777,0.454505801,0.545494139,0.074076213,0.925923765,0.649233818,0.350766182,
Gasoline - The Weeknd,Gasoline,The Weeknd,major,3.231876373,0.153613105,0.84638685,4.738505363,4.738197327,1.58564055,0.219367996,0.780631959,0.688168645,0.311831355,0.581814528,0.418185472,0.360301852,0.639698207,
How Do I Make You Love Me? - The Weeknd,How Do I Make You Love Me?,The Weeknd,major,4.599219799,0.252777606,0.747222424,4.261617661,4.69361639,1.355849147,0.282907009,0.71709305,0.813799262,0.186200738,0.436297119,0.563702881,0.259646177,0.740353823,
Is There Someone Else? - The Weeknd,Is There Someone Else?,The Weeknd,minor,2.888189554,0.2007415,0.79925853,5.043229103,4.964047432,1.436517119,0.823595762,0.176404268,0.91522485,0.084775135,0.822808862,0.177191108,0.1020476,0.897952378,
"I Heard You’re Married (feat. Lil Wayne) - The Weeknd, Lil Wayne",I Heard You’re Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",major,3.5381414890289307,0.1448841,0.8551159,5.237918,4.6808534,1.3706202507019043,0.6633814,0.33661857,0.95884097,0.0411591,0.8089428,0.1910572,0.338685,0.66131496,
Take My Breath - The Weeknd,Take My Breath,The Weeknd,minor,3.227933407,0.156873643,0.843126357,4.851631165,4.864564896,1.278503299,0.659613967,0.340385973,0.893791735,0.106208272,0.581142783,0.418857187,0.384022117,0.615977883,
Out of Time - The Weeknd,Out of Time,The Weeknd,minor,3.523874998,0.177335992,0.822664022,4.730352402,4.739983559,1.38005507,0.319449008,0.680550992,0.757222891,0.242777109,0.611036718,0.388963312,0.162534714,0.837465227,
"We Don't Talk About Bruno - Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",minor,4.172113895,0.258836806,0.741163194,5.03270483,4.878727913,1.132967949,0.229993448,0.770006597,0.856902778,0.143097177,0.50059098,0.49940902,0.308118045,0.691881955,
Best Friends - The Weeknd,Best Friends,The Weeknd,major,3.996128082,0.191153914,0.808846116,5.130916119,5.030968666,1.173443794,0.382987112,0.617012918,0.895669043,0.104330897,0.557212591,0.442787379,0.326850921,0.673149109,
"Here We Go… Again (feat. Tyler, the Creator) - The Weeknd, Tyler, The Creator","Here We Go… Again (feat. Tyler, the Creator)","The Weeknd, Tyler, The Creator",major,1.6190249919891355,0.05039557,0.94960445,4.446276,4.6876993,1.027318239212036,0.25841555,0.7415844,0.699097,0.30090302,0.35805893,0.641941,0.405967,0.594033,
Dawn FM - The Weeknd,Dawn FM,The Weeknd,major,3.096185923,0.009354003,0.990646005,3.527165174,4.330377579,1.306609035,0.101441398,0.898558617,0.354899555,0.645100474,0.036132969,0.963867009,0.739119172,0.260880828,
Fingers Crossed - Lauren Spencer Smith,Fingers Crossed,Lauren Spencer Smith,major,4.162203312,0.217081666,0.782918334,4.938145161,4.803251743,1.076295614,0.279600978,0.720399022,0.863099396,0.136900559,0.576632082,0.423367947,0.249771938,0.750228107,
"כל החברים שלך - Anna Zak, Dudu Faruk",כל החברים שלך,"Anna Zak, Dudu Faruk",minor,4.147156239,0.149571642,0.850428343,4.27750206,4.356414318,1.068888307,0.233306363,0.766693592,0.740431607,0.259568423,0.38997224,0.61002779,0.400130063,0.599869967,
"הכי קרוב אלייך - Elai Botner, Avraham Aviv Alush",הכי קרוב אלייך,"Elai Botner, Avraham Aviv Alush",minor,3.071459532,0.100338027,0.899661958,4.178850651,3.943558455,1.233611941,0.365608513,0.634391487,0.662260652,0.337739378,0.297451407,0.702548563,0.479512632,0.520487428,
חוץ ממך - Maya Dadon,חוץ ממך,Maya Dadon,major,4.252817154,0.228239954,0.771760046,4.509036064,4.742593765,1.148278594,0.527580023,0.472420007,0.858140469,0.141859517,0.559625447,0.440374553,0.207198635,0.79280144,
Light Switch - Charlie Puth,Light Switch,Charlie Puth,major,5.359752178,0.053450573,0.946549475,4.141826153,4.064156532,1.255171299,0.199202806,0.800797224,0.565467119,0.434532881,0.298995584,0.701004386,0.530554771,0.469445229,
בזמן האחרון - Eyal Golan,בזמן האחרון,Eyal Golan,minor,4.217202187,0.188288674,0.811711311,4.561999798,4.524381161,1.028746009,0.34933418,0.650665879,0.849623978,0.150375962,0.612838447,0.387161553,0.204855502,0.795144498,
מקבל על עצמי - Osher Cohen,מקבל על עצמי,Osher Cohen,major,3.910208702,0.239821523,0.760178447,4.548716068,4.586269855,1.118701577,0.707988322,0.292011678,0.933107018,0.066892959,0.681000233,0.318999738,0.307410926,0.692589045,
Thought About That - Noa Kirel,Thought About That,Noa Kirel,major,3.498113155,0.168960989,0.831039071,4.651085854,4.358615875,1.090425849,0.182438254,0.817561746,0.754866719,0.245133296,0.393087655,0.606912374,0.496412545,0.503587484,
"מיליון עננים - Yuval Dayan, Bar Tzabary",מיליון עננים,"Yuval Dayan, Bar Tzabary",major,4.409678936,0.011106427,0.988893569,3.935235977,4.745619774,1.010253906,0.142304212,0.857695818,0.516281247,0.483718753,0.06597925,0.934020817,0.630791485,0.369208574,
שחור תלתן - Agam Buhbut,שחור תלתן,Agam Buhbut,minor,4.905998707,0.023519641,0.976480365,4.440871239,5.083906174,1.018115401,0.301692039,0.698307931,0.537190974,0.462809026,0.168012127,0.831987917,0.602885425,0.397114575,
מים עמוקים - Raviv Kaner,מים עמוקים,Raviv Kaner,major,6.351390362,0.133581147,0.866418839,4.272191048,4.693819523,0.952968359,0.225343451,0.774656594,0.642297566,0.357702374,0.246039256,0.753960729,0.291576982,0.708422959,
Blinded Dreamers - Eli Huli,Blinded Dreamers,Eli Huli,minor,3.177358627,0.094393246,0.905606747,4.352355003,4.728169441,1.074335933,0.430139422,0.569860578,0.468851924,0.531148136,0.301515549,0.698484421,0.518725812,0.481274158,
סוף של כל סיפור - Eyal Golan,סוף של כל סיפור,Eyal Golan,minor,5.927585602,0.178300411,0.821699619,5.216722488,5.011068821,1.046451688,0.30684182,0.693158209,0.856357455,0.143642545,0.534942865,0.465057135,0.297318816,0.702681184,
Boyfriend - Dove Cameron,Boyfriend,Dove Cameron,minor,4.640232086,0.11603573,0.8839643,4.27577734,4.874510765,1.048477173,0.56207186,0.43792817,0.784036815,0.215963185,0.44132489,0.55867517,0.354634106,0.645365894,
"Die Hard - Kendrick Lamar, Blxst, Amanda Reifer",Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",major,3.247145176,0.287919611,0.712080359,4.325419426,4.292808533,1.593003392,0.496414363,0.503585637,0.796334267,0.203665778,0.577489614,0.422510415,0.16300869,0.83699131,
Music For a Sushi Restaurant - Harry Styles,Music For a Sushi Restaurant,Harry Styles,major,5.224712372,0.248121023,0.751878917,4.809562206,4.709304333,0.99918741,0.200387433,0.799612641,0.787026644,0.212973326,0.433994979,0.566005051,0.453026295,0.546973646,
Matilda - Harry Styles,Matilda,Harry Styles,major,4.662621498,0.285330057,0.714669943,4.919569969,4.808866978,0.99862361,0.235390946,0.764609098,0.8236956,0.17630443,0.494532287,0.505467653,0.335381925,0.664618015,
Little Freak - Harry Styles,Little Freak,Harry Styles,major,4.380067825,0.155823499,0.844176471,4.080105782,4.393594265,1.151332736,0.040203162,0.959796846,0.544122219,0.455877751,0.165324897,0.834675074,0.683202446,0.316797614,
Daylight - Harry Styles,Daylight,Harry Styles,major,3.714464903,0.005968451,0.994031489,3.616343498,4.599684715,1.219643474,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Payphone - Maroon 5, Wiz Khalifa",Payphone,"Maroon 5, Wiz Khalifa",major,6.141720772,0.128911585,0.871088386,4.519627571,5.017762184,1.07105577,0.495490849,0.504509151,0.777520001,0.222480029,0.454600573,0.545399487,0.511554837,0.488445133,
Grapejuice - Harry Styles,Grapejuice,Harry Styles,major,2.653789043,0.160880402,0.839119613,5.374965191,5.12857914,1.173179388,0.266403168,0.733596861,0.881498873,0.118501112,0.570585191,0.429414839,0.286358863,0.713641107,
"אחים בדם - Omer Adam, Gal Adam",אחים בדם,"Omer Adam, Gal Adam",major,3.687419891,0.005968451,0.994031489,3.616343498,4.599684715,1.049433827,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
United In Grief - Kendrick Lamar,United In Grief,Kendrick Lamar,major,5.158251762,0.14176774,0.858232319,5.318691254,4.970412731,1.089039445,0.400601268,0.599398732,0.912526131,0.087473832,0.706793189,0.293206841,0.233559385,0.76644057,
"Father Time (feat. Sampha) - Kendrick Lamar, Sampha",Father Time (feat. Sampha),"Kendrick Lamar, Sampha",minor,3.454810857772827,0.08641833,0.9135816,4.901988,4.8653183,1.3416029214859009,0.3054156,0.69458437,0.78122383,0.21877615,0.51858354,0.48141646,0.15161206,0.84838796,
"We Cry Together - Kendrick Lamar, Taylour Paige",We Cry Together,"Kendrick Lamar, Taylour Paige",minor,3.686790705,0.067648873,0.932351112,5.312507153,5.825139999,1.523777843,0.762933075,0.237066939,0.879093111,0.120906912,0.523604751,0.47639522,0.205128878,0.794871151,
Worldwide Steppers - Kendrick Lamar,Worldwide Steppers,Kendrick Lamar,major,3.036803007,0.250756323,0.749243677,5.183391571,4.820300102,1.008187771,0.626256049,0.373744011,0.930133939,0.069866106,0.790553033,0.209446952,0.239243165,0.76075685,
Rich Spirit - Kendrick Lamar,Rich Spirit,Kendrick Lamar,minor,4.697983265,0.105630003,0.89436996,4.266691685,4.303566456,1.139641762,0.172096297,0.827903688,0.461615026,0.538384914,0.287452102,0.712547839,0.593397141,0.406602859,
Count Me Out - Kendrick Lamar,Count Me Out,Kendrick Lamar,major,4.071632862,0.158011779,0.841988206,5.274851799,4.937991142,1.143999934,0.414237142,0.585762858,0.920193553,0.07980638,0.685500801,0.314499229,0.299679905,0.700320125,
"Silent Hill - Kendrick Lamar, Kodak Black",Silent Hill,"Kendrick Lamar, Kodak Black",minor,3.833433628,0.270514667,0.729485273,4.944643497,4.845617771,1.141212106,0.47687915,0.52312088,0.906186283,0.093813784,0.734239757,0.265760183,0.239025459,0.760974586,
Maps - Maroon 5,Maps,Maroon 5,minor,3.535432816,0.246403024,0.753597021,4.906984329,4.902053833,1.102705598,0.261114419,0.738885581,0.766558051,0.233441934,0.509466887,0.490533084,0.340087354,0.659912705,
"Purple Hearts - Kendrick Lamar, Summer Walker, Ghostface Killah",Purple Hearts,"Kendrick Lamar, Summer Walker, Ghostface Killah",minor,2.736501217,0.096645415,0.903354645,4.541753769,4.640164375,1.177914023,0.55944556,0.44055438,0.733978689,0.266021341,0.49583894,0.50416106,0.570611656,0.429388344,
This Love - Maroon 5,This Love,Maroon 5,major,4.259316921,0.005968451,0.994031489,3.616343498,4.599684715,1.229076982,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
Memories - Maroon 5,Memories,Maroon 5,major,3.076124191,0.261626005,0.738373995,5.117108345,5.012565136,1.126097202,0.428866297,0.571133733,0.937994421,0.062005628,0.621860862,0.378139168,0.214432076,0.785567939,
"Savior - Kendrick Lamar, Baby Keem, Sam Dew",Savior,"Kendrick Lamar, Baby Keem, Sam Dew",major,3.695532322,0.277706355,0.722293675,5.028176308,4.95279026,1.356248736,0.206100374,0.793899655,0.803716302,0.196283713,0.491683513,0.508316457,0.385750145,0.614249885,
Animals - Maroon 5,Animals,Maroon 5,major,4.399577618,0.090370484,0.909629524,4.660458565,5.068646908,1.091766596,0.760693073,0.239306927,0.868336499,0.131663561,0.640382051,0.359617889,0.252512157,0.747487903,
Rich - Interlude - Kendrick Lamar,Rich - Interlude,Kendrick Lamar,minor,6.548858643,0.216497511,0.78350246,4.821260452,4.93752861,1.227340579,0.310996056,0.689003944,0.819217443,0.180782557,0.527697504,0.472302526,0.272595763,0.727404237,
Sugar - Maroon 5,Sugar,Maroon 5,major,4.894383907,0.037220757,0.962779224,4.139127254,4.924162865,1.138798475,0.13109763,0.868902385,0.525220096,0.474779904,0.104779221,0.895220757,0.715069771,0.284930229,
One More Night - Maroon 5,One More Night,Maroon 5,major,2.818160534,0.271817595,0.728182435,4.951915741,4.714977741,1.089999318,0.28187272,0.71812731,0.858170688,0.141829371,0.464991391,0.535008609,0.661132634,0.338867337,
She Will Be Loved - Radio Mix - Maroon 5,She Will Be Loved - Radio Mix,Maroon 5,major,2.991436958,0.19343859,0.80656141,6.166779518,5.661346912,1.065918326,0.543795526,0.456204474,0.96788913,0.032110844,0.756187856,0.243812114,0.202593774,0.797406197,
The Heart Part 5 - Kendrick Lamar,The Heart Part 5,Kendrick Lamar,minor,4.653524399,0.005968451,0.994031489,3.616343498,4.599684715,1.21148169,0.042205974,0.957794011,0.361118585,0.638881445,0.024102194,0.975897849,0.83382684,0.166173205,
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance - Maroon 5, Christina Aguilera","Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",major,2.548546314239502,0.154680073261261,0.8453198671340942,4.352050304412842,4.273317813873291,1.5358248949050903,0.3814381957054138,0.6185617446899414,0.8233363628387451,0.1766636371612548,0.5190653204917908,0.480934739112854,0.4316434860229492,0.5683565139770508,https://www.youtube.com/watch?v=suRsxpoAc5w
"Stereo Hearts (feat. Adam Levine) - Gym Class Heroes, Adam Levine",Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",major,3.501045227050781,0.0059684505686163,0.9940314888954164,3.616343498229981,4.599684715270996,1.209376335144043,0.0422059744596481,0.9577940106391908,0.3611185848712921,0.6388814449310303,0.0241021942347288,0.9758978486061096,0.8338268399238586,0.1661732047796249,https://www.youtube.com/watch?v=T3E9Wjbq44E
